"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"18","com.travel.management.config","src/main/java/com/travel/management/config/AuthorizationServerConfig.java","3","30","Avoid excessively long variable names like authenticationManager","Naming","LongVariable"
"19","com.travel.management.config","src/main/java/com/travel/management/config/AuthorizationServerConfig.java","3","30","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"20","com.travel.management.config","src/main/java/com/travel/management/config/AuthorizationServerConfig.java","3","30","fieldCommentRequirement Required","Comments","CommentRequired"
"21","com.travel.management.config","src/main/java/com/travel/management/config/AuthorizationServerConfig.java","3","33","publicMethodCommentRequirement Required","Comments","CommentRequired"
"22","com.travel.management.config","src/main/java/com/travel/management/config/AuthorizationServerConfig.java","3","34","Local variable 'converter' could be declared final","Optimization","LocalVariableCouldBeFinal"
"23","com.travel.management.config","src/main/java/com/travel/management/config/AuthorizationServerConfig.java","3","40","publicMethodCommentRequirement Required","Comments","CommentRequired"
"24","com.travel.management.config","src/main/java/com/travel/management/config/AuthorizationServerConfig.java","3","45","Parameter 'configurer' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"25","com.travel.management.config","src/main/java/com/travel/management/config/AuthorizationServerConfig.java","3","45","publicMethodCommentRequirement Required","Comments","CommentRequired"
"26","com.travel.management.config","src/main/java/com/travel/management/config/AuthorizationServerConfig.java","3","47","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"27","com.travel.management.config","src/main/java/com/travel/management/config/AuthorizationServerConfig.java","3","47","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"28","com.travel.management.config","src/main/java/com/travel/management/config/AuthorizationServerConfig.java","3","47","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"29","com.travel.management.config","src/main/java/com/travel/management/config/AuthorizationServerConfig.java","3","47","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"30","com.travel.management.config","src/main/java/com/travel/management/config/AuthorizationServerConfig.java","3","56","Parameter 'endpoints' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"31","com.travel.management.config","src/main/java/com/travel/management/config/AuthorizationServerConfig.java","3","56","publicMethodCommentRequirement Required","Comments","CommentRequired"
"32","com.travel.management.config","src/main/java/com/travel/management/config/AuthorizationServerConfig.java","3","58","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"33","com.travel.management.config","src/main/java/com/travel/management/config/AuthorizationServerConfig.java","3","58","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"34","com.travel.management.config","src/main/java/com/travel/management/config/ResourceServerConfig.java","3","12","Each class should declare at least one constructor","Controversial","AtLeastOneConstructor"
"35","com.travel.management.config","src/main/java/com/travel/management/config/ResourceServerConfig.java","3","12","headerCommentRequirement Required","Comments","CommentRequired"
"36","com.travel.management.config","src/main/java/com/travel/management/config/ResourceServerConfig.java","3","14","fieldCommentRequirement Required","Comments","CommentRequired"
"37","com.travel.management.config","src/main/java/com/travel/management/config/ResourceServerConfig.java","3","17","Parameter 'resources' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"38","com.travel.management.config","src/main/java/com/travel/management/config/ResourceServerConfig.java","3","17","publicMethodCommentRequirement Required","Comments","CommentRequired"
"39","com.travel.management.config","src/main/java/com/travel/management/config/ResourceServerConfig.java","3","18","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"40","com.travel.management.config","src/main/java/com/travel/management/config/ResourceServerConfig.java","3","22","Parameter 'http' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"41","com.travel.management.config","src/main/java/com/travel/management/config/ResourceServerConfig.java","3","22","publicMethodCommentRequirement Required","Comments","CommentRequired"
"42","com.travel.management.config","src/main/java/com/travel/management/config/SecurityConfig.java","3","20","Each class should declare at least one constructor","Controversial","AtLeastOneConstructor"
"43","com.travel.management.config","src/main/java/com/travel/management/config/SecurityConfig.java","3","20","headerCommentRequirement Required","Comments","CommentRequired"
"44","com.travel.management.config","src/main/java/com/travel/management/config/SecurityConfig.java","3","23","Avoid excessively long variable names like userDetailsService","Naming","LongVariable"
"45","com.travel.management.config","src/main/java/com/travel/management/config/SecurityConfig.java","3","23","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"46","com.travel.management.config","src/main/java/com/travel/management/config/SecurityConfig.java","3","23","fieldCommentRequirement Required","Comments","CommentRequired"
"47","com.travel.management.config","src/main/java/com/travel/management/config/SecurityConfig.java","3","27","publicMethodCommentRequirement Required","Comments","CommentRequired"
"48","com.travel.management.config","src/main/java/com/travel/management/config/SecurityConfig.java","3","32","A method/constructor shouldnt explicitly throw java.lang.Exception","Strict Exceptions","SignatureDeclareThrowsException"
"49","com.travel.management.config","src/main/java/com/travel/management/config/SecurityConfig.java","3","32","Parameter 'auth' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"50","com.travel.management.config","src/main/java/com/travel/management/config/SecurityConfig.java","3","32","publicMethodCommentRequirement Required","Comments","CommentRequired"
"51","com.travel.management.config","src/main/java/com/travel/management/config/SecurityConfig.java","3","33","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"52","com.travel.management.config","src/main/java/com/travel/management/config/SecurityConfig.java","3","38","Parameter 'http' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"53","com.travel.management.config","src/main/java/com/travel/management/config/SecurityConfig.java","3","38","protectedMethodCommentRequirement Required","Comments","CommentRequired"
"54","com.travel.management.config","src/main/java/com/travel/management/config/SecurityConfig.java","3","39","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"55","com.travel.management.config","src/main/java/com/travel/management/config/SecurityConfig.java","3","39","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"56","com.travel.management.config","src/main/java/com/travel/management/config/SecurityConfig.java","3","39","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"57","com.travel.management.config","src/main/java/com/travel/management/config/SecurityConfig.java","3","39","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"58","com.travel.management.config","src/main/java/com/travel/management/config/SecurityConfig.java","3","39","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"59","com.travel.management.config","src/main/java/com/travel/management/config/SecurityConfig.java","3","39","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"60","com.travel.management.config","src/main/java/com/travel/management/config/SecurityConfig.java","3","47","publicMethodCommentRequirement Required","Comments","CommentRequired"
"61","com.travel.management.controller","src/main/java/com/travel/management/controller/UserController.java","3","19","Each class should declare at least one constructor","Controversial","AtLeastOneConstructor"
"62","com.travel.management.controller","src/main/java/com/travel/management/controller/UserController.java","3","19","headerCommentRequirement Required","Comments","CommentRequired"
"63","com.travel.management.controller","src/main/java/com/travel/management/controller/UserController.java","1","21","Variables that are final and static should be all capitals, 'log' is not all capitals.","Naming","VariableNamingConventions"
"64","com.travel.management.controller","src/main/java/com/travel/management/controller/UserController.java","3","21","fieldCommentRequirement Required","Comments","CommentRequired"
"65","com.travel.management.controller","src/main/java/com/travel/management/controller/UserController.java","3","23","fieldCommentRequirement Required","Comments","CommentRequired"
"66","com.travel.management.controller","src/main/java/com/travel/management/controller/UserController.java","3","24","fieldCommentRequirement Required","Comments","CommentRequired"
"67","com.travel.management.controller","src/main/java/com/travel/management/controller/UserController.java","3","25","fieldCommentRequirement Required","Comments","CommentRequired"
"68","com.travel.management.controller","src/main/java/com/travel/management/controller/UserController.java","3","28","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"69","com.travel.management.controller","src/main/java/com/travel/management/controller/UserController.java","3","28","fieldCommentRequirement Required","Comments","CommentRequired"
"70","com.travel.management.controller","src/main/java/com/travel/management/controller/UserController.java","3","31","Avoid excessively long variable names like authenticationFacadeService","Naming","LongVariable"
"71","com.travel.management.controller","src/main/java/com/travel/management/controller/UserController.java","3","31","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"72","com.travel.management.controller","src/main/java/com/travel/management/controller/UserController.java","3","31","fieldCommentRequirement Required","Comments","CommentRequired"
"73","com.travel.management.controller","src/main/java/com/travel/management/controller/UserController.java","3","35","publicMethodCommentRequirement Required","Comments","CommentRequired"
"74","com.travel.management.controller","src/main/java/com/travel/management/controller/UserController.java","3","36","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"75","com.travel.management.controller","src/main/java/com/travel/management/controller/UserController.java","3","36","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"76","com.travel.management.controller","src/main/java/com/travel/management/controller/UserController.java","3","36","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"77","com.travel.management.controller","src/main/java/com/travel/management/controller/UserController.java","3","42","Parameter 'user' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"78","com.travel.management.controller","src/main/java/com/travel/management/controller/UserController.java","3","42","publicMethodCommentRequirement Required","Comments","CommentRequired"
"79","com.travel.management.controller","src/main/java/com/travel/management/controller/UserController.java","3","43","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"80","com.travel.management.controller","src/main/java/com/travel/management/controller/UserController.java","3","43","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"81","com.travel.management.controller","src/main/java/com/travel/management/controller/UserController.java","3","43","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"82","com.travel.management.controller","src/main/java/com/travel/management/controller/UserController.java","3","49","Avoid variables with short names like id","Naming","ShortVariable"
"83","com.travel.management.controller","src/main/java/com/travel/management/controller/UserController.java","3","49","Parameter 'id' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"84","com.travel.management.controller","src/main/java/com/travel/management/controller/UserController.java","3","49","publicMethodCommentRequirement Required","Comments","CommentRequired"
"85","com.travel.management.controller","src/main/java/com/travel/management/controller/UserController.java","3","50","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"86","com.travel.management.controller","src/main/java/com/travel/management/controller/UserController.java","3","50","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"87","com.travel.management.controller","src/main/java/com/travel/management/controller/UserController.java","3","50","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"88","com.travel.management.controller","src/main/java/com/travel/management/controller/UserController.java","3","56","Avoid variables with short names like id","Naming","ShortVariable"
"89","com.travel.management.controller","src/main/java/com/travel/management/controller/UserController.java","3","56","Parameter 'id' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"90","com.travel.management.controller","src/main/java/com/travel/management/controller/UserController.java","3","56","publicMethodCommentRequirement Required","Comments","CommentRequired"
"91","com.travel.management.controller","src/main/java/com/travel/management/controller/UserController.java","3","57","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"92","com.travel.management.controller","src/main/java/com/travel/management/controller/UserController.java","3","57","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"93","com.travel.management.controller","src/main/java/com/travel/management/controller/UserController.java","3","57","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"94","com.travel.management.dao","src/main/java/com/travel/management/dao/RoleDao.java","3","12","headerCommentRequirement Required","Comments","CommentRequired"
"95","com.travel.management.dao","src/main/java/com/travel/management/dao/RoleDao.java","3","15","publicMethodCommentRequirement Required","Comments","CommentRequired"
"96","com.travel.management.dao","src/main/java/com/travel/management/dao/UserDao.java","3","9","headerCommentRequirement Required","Comments","CommentRequired"
"97","com.travel.management.dao","src/main/java/com/travel/management/dao/UserDao.java","3","11","publicMethodCommentRequirement Required","Comments","CommentRequired"
"98","com.travel.management.dao","src/main/java/com/travel/management/dao/UserDao.java","3","12","publicMethodCommentRequirement Required","Comments","CommentRequired"
"99","com.travel.management.dto","src/main/java/com/travel/management/dto/ApiResponse.java","3","5","headerCommentRequirement Required","Comments","CommentRequired"
"100","com.travel.management.dto","src/main/java/com/travel/management/dto/ApiResponse.java","3","7","fieldCommentRequirement Required","Comments","CommentRequired"
"101","com.travel.management.dto","src/main/java/com/travel/management/dto/ApiResponse.java","3","8","fieldCommentRequirement Required","Comments","CommentRequired"
"102","com.travel.management.dto","src/main/java/com/travel/management/dto/ApiResponse.java","3","9","fieldCommentRequirement Required","Comments","CommentRequired"
"103","com.travel.management.dto","src/main/java/com/travel/management/dto/ApiResponse.java","3","11","Parameter 'message' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"104","com.travel.management.dto","src/main/java/com/travel/management/dto/ApiResponse.java","3","11","Parameter 'result' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"105","com.travel.management.dto","src/main/java/com/travel/management/dto/ApiResponse.java","3","11","Parameter 'status' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"106","com.travel.management.dto","src/main/java/com/travel/management/dto/ApiResponse.java","3","11","publicMethodCommentRequirement Required","Comments","CommentRequired"
"107","com.travel.management.dto","src/main/java/com/travel/management/dto/ApiResponse.java","3","17","Parameter 'message' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"108","com.travel.management.dto","src/main/java/com/travel/management/dto/ApiResponse.java","3","17","Parameter 'status' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"109","com.travel.management.dto","src/main/java/com/travel/management/dto/ApiResponse.java","3","17","publicMethodCommentRequirement Required","Comments","CommentRequired"
"110","com.travel.management.dto","src/main/java/com/travel/management/dto/ApiResponse.java","3","22","publicMethodCommentRequirement Required","Comments","CommentRequired"
"111","com.travel.management.dto","src/main/java/com/travel/management/dto/ApiResponse.java","3","26","Parameter 'status' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"112","com.travel.management.dto","src/main/java/com/travel/management/dto/ApiResponse.java","3","26","publicMethodCommentRequirement Required","Comments","CommentRequired"
"113","com.travel.management.dto","src/main/java/com/travel/management/dto/ApiResponse.java","3","30","publicMethodCommentRequirement Required","Comments","CommentRequired"
"114","com.travel.management.dto","src/main/java/com/travel/management/dto/ApiResponse.java","3","34","Parameter 'message' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"115","com.travel.management.dto","src/main/java/com/travel/management/dto/ApiResponse.java","3","34","publicMethodCommentRequirement Required","Comments","CommentRequired"
"116","com.travel.management.dto","src/main/java/com/travel/management/dto/ApiResponse.java","3","38","publicMethodCommentRequirement Required","Comments","CommentRequired"
"117","com.travel.management.dto","src/main/java/com/travel/management/dto/ApiResponse.java","3","42","Parameter 'result' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"118","com.travel.management.dto","src/main/java/com/travel/management/dto/ApiResponse.java","3","42","publicMethodCommentRequirement Required","Comments","CommentRequired"
"119","com.travel.management.dto","src/main/java/com/travel/management/dto/ApiResponse.java","3","47","publicMethodCommentRequirement Required","Comments","CommentRequired"
"120","com.travel.management.dto","src/main/java/com/travel/management/dto/UserDto.java","3","5","Each class should declare at least one constructor","Controversial","AtLeastOneConstructor"
"121","com.travel.management.dto","src/main/java/com/travel/management/dto/UserDto.java","3","5","headerCommentRequirement Required","Comments","CommentRequired"
"122","com.travel.management.dto","src/main/java/com/travel/management/dto/UserDto.java","3","7","Avoid variables with short names like id","Naming","ShortVariable"
"123","com.travel.management.dto","src/main/java/com/travel/management/dto/UserDto.java","3","7","fieldCommentRequirement Required","Comments","CommentRequired"
"124","com.travel.management.dto","src/main/java/com/travel/management/dto/UserDto.java","3","8","fieldCommentRequirement Required","Comments","CommentRequired"
"125","com.travel.management.dto","src/main/java/com/travel/management/dto/UserDto.java","3","9","fieldCommentRequirement Required","Comments","CommentRequired"
"126","com.travel.management.dto","src/main/java/com/travel/management/dto/UserDto.java","3","10","fieldCommentRequirement Required","Comments","CommentRequired"
"127","com.travel.management.dto","src/main/java/com/travel/management/dto/UserDto.java","3","11","fieldCommentRequirement Required","Comments","CommentRequired"
"128","com.travel.management.dto","src/main/java/com/travel/management/dto/UserDto.java","3","12","fieldCommentRequirement Required","Comments","CommentRequired"
"129","com.travel.management.dto","src/main/java/com/travel/management/dto/UserDto.java","3","13","fieldCommentRequirement Required","Comments","CommentRequired"
"130","com.travel.management.dto","src/main/java/com/travel/management/dto/UserDto.java","3","15","publicMethodCommentRequirement Required","Comments","CommentRequired"
"131","com.travel.management.dto","src/main/java/com/travel/management/dto/UserDto.java","3","19","Avoid variables with short names like id","Naming","ShortVariable"
"132","com.travel.management.dto","src/main/java/com/travel/management/dto/UserDto.java","3","19","Parameter 'id' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"133","com.travel.management.dto","src/main/java/com/travel/management/dto/UserDto.java","3","19","publicMethodCommentRequirement Required","Comments","CommentRequired"
"134","com.travel.management.dto","src/main/java/com/travel/management/dto/UserDto.java","3","23","publicMethodCommentRequirement Required","Comments","CommentRequired"
"135","com.travel.management.dto","src/main/java/com/travel/management/dto/UserDto.java","3","27","Parameter 'firstName' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"136","com.travel.management.dto","src/main/java/com/travel/management/dto/UserDto.java","3","27","publicMethodCommentRequirement Required","Comments","CommentRequired"
"137","com.travel.management.dto","src/main/java/com/travel/management/dto/UserDto.java","3","31","publicMethodCommentRequirement Required","Comments","CommentRequired"
"138","com.travel.management.dto","src/main/java/com/travel/management/dto/UserDto.java","3","35","Parameter 'lastName' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"139","com.travel.management.dto","src/main/java/com/travel/management/dto/UserDto.java","3","35","publicMethodCommentRequirement Required","Comments","CommentRequired"
"140","com.travel.management.dto","src/main/java/com/travel/management/dto/UserDto.java","3","39","publicMethodCommentRequirement Required","Comments","CommentRequired"
"141","com.travel.management.dto","src/main/java/com/travel/management/dto/UserDto.java","3","43","Parameter 'username' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"142","com.travel.management.dto","src/main/java/com/travel/management/dto/UserDto.java","3","43","publicMethodCommentRequirement Required","Comments","CommentRequired"
"143","com.travel.management.dto","src/main/java/com/travel/management/dto/UserDto.java","3","47","publicMethodCommentRequirement Required","Comments","CommentRequired"
"144","com.travel.management.dto","src/main/java/com/travel/management/dto/UserDto.java","3","51","Parameter 'password' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"145","com.travel.management.dto","src/main/java/com/travel/management/dto/UserDto.java","3","51","publicMethodCommentRequirement Required","Comments","CommentRequired"
"146","com.travel.management.dto","src/main/java/com/travel/management/dto/UserDto.java","3","55","publicMethodCommentRequirement Required","Comments","CommentRequired"
"147","com.travel.management.dto","src/main/java/com/travel/management/dto/UserDto.java","3","59","Parameter 'email' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"148","com.travel.management.dto","src/main/java/com/travel/management/dto/UserDto.java","3","59","publicMethodCommentRequirement Required","Comments","CommentRequired"
"149","com.travel.management.dto","src/main/java/com/travel/management/dto/UserDto.java","3","63","publicMethodCommentRequirement Required","Comments","CommentRequired"
"150","com.travel.management.dto","src/main/java/com/travel/management/dto/UserDto.java","3","67","Parameter 'role' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"151","com.travel.management.dto","src/main/java/com/travel/management/dto/UserDto.java","3","67","publicMethodCommentRequirement Required","Comments","CommentRequired"
"152","com.travel.management.dto","src/main/java/com/travel/management/dto/UserDto.java","3","72","publicMethodCommentRequirement Required","Comments","CommentRequired"
"153","com.travel.management.model","src/main/java/com/travel/management/model/Role.java","4","7","Avoid short class names like Role","Naming","ShortClassName"
"154","com.travel.management.model","src/main/java/com/travel/management/model/Role.java","3","7","Each class should declare at least one constructor","Controversial","AtLeastOneConstructor"
"155","com.travel.management.model","src/main/java/com/travel/management/model/Role.java","3","7","headerCommentRequirement Required","Comments","CommentRequired"
"156","com.travel.management.model","src/main/java/com/travel/management/model/Role.java","3","12","Avoid variables with short names like id","Naming","ShortVariable"
"157","com.travel.management.model","src/main/java/com/travel/management/model/Role.java","3","12","fieldCommentRequirement Required","Comments","CommentRequired"
"158","com.travel.management.model","src/main/java/com/travel/management/model/Role.java","3","16","fieldCommentRequirement Required","Comments","CommentRequired"
"159","com.travel.management.model","src/main/java/com/travel/management/model/Role.java","3","18","fieldCommentRequirement Required","Comments","CommentRequired"
"160","com.travel.management.model","src/main/java/com/travel/management/model/Role.java","3","20","fieldCommentRequirement Required","Comments","CommentRequired"
"161","com.travel.management.model","src/main/java/com/travel/management/model/Role.java","3","22","fieldCommentRequirement Required","Comments","CommentRequired"
"162","com.travel.management.model","src/main/java/com/travel/management/model/Role.java","3","24","publicMethodCommentRequirement Required","Comments","CommentRequired"
"163","com.travel.management.model","src/main/java/com/travel/management/model/Role.java","3","28","Parameter 'name' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"164","com.travel.management.model","src/main/java/com/travel/management/model/Role.java","3","28","publicMethodCommentRequirement Required","Comments","CommentRequired"
"165","com.travel.management.model","src/main/java/com/travel/management/model/Role.java","3","32","publicMethodCommentRequirement Required","Comments","CommentRequired"
"166","com.travel.management.model","src/main/java/com/travel/management/model/Role.java","3","36","Parameter 'description' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"167","com.travel.management.model","src/main/java/com/travel/management/model/Role.java","3","36","publicMethodCommentRequirement Required","Comments","CommentRequired"
"168","com.travel.management.model","src/main/java/com/travel/management/model/Role.java","3","40","publicMethodCommentRequirement Required","Comments","CommentRequired"
"169","com.travel.management.model","src/main/java/com/travel/management/model/Role.java","3","44","Avoid variables with short names like id","Naming","ShortVariable"
"170","com.travel.management.model","src/main/java/com/travel/management/model/Role.java","3","44","Parameter 'id' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"171","com.travel.management.model","src/main/java/com/travel/management/model/Role.java","3","44","publicMethodCommentRequirement Required","Comments","CommentRequired"
"172","com.travel.management.model","src/main/java/com/travel/management/model/Role.java","3","48","publicMethodCommentRequirement Required","Comments","CommentRequired"
"173","com.travel.management.model","src/main/java/com/travel/management/model/Role.java","3","52","Parameter 'createdOn' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"174","com.travel.management.model","src/main/java/com/travel/management/model/Role.java","3","52","publicMethodCommentRequirement Required","Comments","CommentRequired"
"175","com.travel.management.model","src/main/java/com/travel/management/model/Role.java","3","56","publicMethodCommentRequirement Required","Comments","CommentRequired"
"176","com.travel.management.model","src/main/java/com/travel/management/model/Role.java","3","60","Parameter 'modifiedOn' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"177","com.travel.management.model","src/main/java/com/travel/management/model/Role.java","3","60","publicMethodCommentRequirement Required","Comments","CommentRequired"
"178","com.travel.management.model","src/main/java/com/travel/management/model/RoleType.java","3","3","enumCommentRequirement Required","Comments","CommentRequired"
"179","com.travel.management.model","src/main/java/com/travel/management/model/User.java","4","12","Avoid short class names like User","Naming","ShortClassName"
"180","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","12","Each class should declare at least one constructor","Controversial","AtLeastOneConstructor"
"181","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","12","headerCommentRequirement Required","Comments","CommentRequired"
"182","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","17","Avoid variables with short names like id","Naming","ShortVariable"
"183","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","17","fieldCommentRequirement Required","Comments","CommentRequired"
"184","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","19","fieldCommentRequirement Required","Comments","CommentRequired"
"185","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","21","fieldCommentRequirement Required","Comments","CommentRequired"
"186","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","23","fieldCommentRequirement Required","Comments","CommentRequired"
"187","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","25","fieldCommentRequirement Required","Comments","CommentRequired"
"188","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","27","fieldCommentRequirement Required","Comments","CommentRequired"
"189","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","32","fieldCommentRequirement Required","Comments","CommentRequired"
"190","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","34","publicMethodCommentRequirement Required","Comments","CommentRequired"
"191","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","38","Parameter 'roles' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"192","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","38","publicMethodCommentRequirement Required","Comments","CommentRequired"
"193","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","42","publicMethodCommentRequirement Required","Comments","CommentRequired"
"194","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","46","Avoid variables with short names like id","Naming","ShortVariable"
"195","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","46","Parameter 'id' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"196","com.travel.management.model","src/main/java/com/travel/management/model/User.java","3","46","publicMethodCommentRequirement Required","Comments","CommentRequired"
