"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"53","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventFeedBackDetailsCollections.java","3","32","CommentRequired: Field comments are required","Documentation","CommentRequired"
"54","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventFeedBackDetailsCollections.java","3","32","CommentRequired: Field comments are required","Documentation","CommentRequired"
"55","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventFeedBackDetailsCollections.java","3","38","MethodArgumentCouldBeFinal: Parameter 'eventId' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"56","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventFeedBackDetailsCollections.java","3","38","MethodArgumentCouldBeFinal: Parameter 'eventId' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"57","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventFeedBackDetailsCollections.java","3","46","MethodArgumentCouldBeFinal: Parameter 'feedbackType' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"58","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventFeedBackDetailsCollections.java","3","46","MethodArgumentCouldBeFinal: Parameter 'feedbackType' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"59","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventFeedBackDetailsCollections.java","3","54","MethodArgumentCouldBeFinal: Parameter 'employeeId' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"60","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventFeedBackDetailsCollections.java","3","54","MethodArgumentCouldBeFinal: Parameter 'employeeId' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"61","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventFeedBackDetailsCollections.java","3","61","LongVariable: Avoid excessively long variable names like unregisteredReason","Code Style","LongVariable"
"62","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventFeedBackDetailsCollections.java","3","61","LongVariable: Avoid excessively long variable names like unregisteredReason","Code Style","LongVariable"
"63","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventFeedBackDetailsCollections.java","3","61","MethodArgumentCouldBeFinal: Parameter 'unregisteredReason' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"64","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventFeedBackDetailsCollections.java","3","61","MethodArgumentCouldBeFinal: Parameter 'unregisteredReason' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"65","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventFeedBackDetailsCollections.java","3","68","LongVariable: Avoid excessively long variable names like notParticipatedReason","Code Style","LongVariable"
"66","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventFeedBackDetailsCollections.java","3","68","LongVariable: Avoid excessively long variable names like notParticipatedReason","Code Style","LongVariable"
"67","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventFeedBackDetailsCollections.java","3","68","MethodArgumentCouldBeFinal: Parameter 'notParticipatedReason' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"68","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventFeedBackDetailsCollections.java","3","68","MethodArgumentCouldBeFinal: Parameter 'notParticipatedReason' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"69","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventFeedBackDetailsCollections.java","3","75","MethodArgumentCouldBeFinal: Parameter 'rating' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"70","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventFeedBackDetailsCollections.java","3","75","MethodArgumentCouldBeFinal: Parameter 'rating' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"71","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventFeedBackDetailsCollections.java","3","82","MethodArgumentCouldBeFinal: Parameter 'dislikes' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"72","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventFeedBackDetailsCollections.java","3","82","MethodArgumentCouldBeFinal: Parameter 'dislikes' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"73","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventFeedBackDetailsCollections.java","3","89","MethodArgumentCouldBeFinal: Parameter 'likes' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"74","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventFeedBackDetailsCollections.java","3","89","MethodArgumentCouldBeFinal: Parameter 'likes' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"75","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","8","AtLeastOneConstructor: Each class should declare at least one constructor","Code Style","AtLeastOneConstructor"
"76","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","8","AtLeastOneConstructor: Each class should declare at least one constructor","Code Style","AtLeastOneConstructor"
"77","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","8","CommentRequired: Header comments are required","Documentation","CommentRequired"
"78","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","8","CommentRequired: Header comments are required","Documentation","CommentRequired"
"79","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","8","DataClass: The class 'EventReportCollections' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=8, WMC=8)","Design","DataClass"
"80","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","8","DataClass: The class 'EventReportCollections' is suspected to be a Data Class (WOC=0.000%, NOPA=0, NOAM=8, WMC=8)","Design","DataClass"
"81","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","8","TooManyFields: Too many fields","Design","TooManyFields"
"82","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","8","TooManyFields: Too many fields","Design","TooManyFields"
"83","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","11","CommentRequired: Field comments are required","Documentation","CommentRequired"
"84","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","11","CommentRequired: Field comments are required","Documentation","CommentRequired"
"85","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","14","CommentRequired: Field comments are required","Documentation","CommentRequired"
"86","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","14","CommentRequired: Field comments are required","Documentation","CommentRequired"
"87","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","14","UnusedPrivateField: Avoid unused private fields such as 'month'.","Best Practices","UnusedPrivateField"
"88","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","14","UnusedPrivateField: Avoid unused private fields such as 'month'.","Best Practices","UnusedPrivateField"
"89","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","17","CommentRequired: Field comments are required","Documentation","CommentRequired"
"90","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","17","CommentRequired: Field comments are required","Documentation","CommentRequired"
"91","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","17","UnusedPrivateField: Avoid unused private fields such as 'baseLocation'.","Best Practices","UnusedPrivateField"
"92","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","17","UnusedPrivateField: Avoid unused private fields such as 'baseLocation'.","Best Practices","UnusedPrivateField"
"93","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","20","CommentRequired: Field comments are required","Documentation","CommentRequired"
"94","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","20","CommentRequired: Field comments are required","Documentation","CommentRequired"
"95","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","20","UnusedPrivateField: Avoid unused private fields such as 'beneficiaryName'.","Best Practices","UnusedPrivateField"
"96","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","20","UnusedPrivateField: Avoid unused private fields such as 'beneficiaryName'.","Best Practices","UnusedPrivateField"
"97","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","23","CommentRequired: Field comments are required","Documentation","CommentRequired"
"98","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","23","CommentRequired: Field comments are required","Documentation","CommentRequired"
"99","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","23","UnusedPrivateField: Avoid unused private fields such as 'venueAddress'.","Best Practices","UnusedPrivateField"
"100","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","23","UnusedPrivateField: Avoid unused private fields such as 'venueAddress'.","Best Practices","UnusedPrivateField"
"101","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","26","CommentRequired: Field comments are required","Documentation","CommentRequired"
"102","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","26","CommentRequired: Field comments are required","Documentation","CommentRequired"
"103","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","26","UnusedPrivateField: Avoid unused private fields such as 'councilName'.","Best Practices","UnusedPrivateField"
"104","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","26","UnusedPrivateField: Avoid unused private fields such as 'councilName'.","Best Practices","UnusedPrivateField"
"105","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","29","CommentRequired: Field comments are required","Documentation","CommentRequired"
"106","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","29","CommentRequired: Field comments are required","Documentation","CommentRequired"
"107","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","29","UnusedPrivateField: Avoid unused private fields such as 'project'.","Best Practices","UnusedPrivateField"
"108","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","29","UnusedPrivateField: Avoid unused private fields such as 'project'.","Best Practices","UnusedPrivateField"
"109","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","32","CommentRequired: Field comments are required","Documentation","CommentRequired"
"110","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","32","CommentRequired: Field comments are required","Documentation","CommentRequired"
"111","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","32","UnusedPrivateField: Avoid unused private fields such as 'category'.","Best Practices","UnusedPrivateField"
"112","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","32","UnusedPrivateField: Avoid unused private fields such as 'category'.","Best Practices","UnusedPrivateField"
"113","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","35","CommentRequired: Field comments are required","Documentation","CommentRequired"
"114","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","35","CommentRequired: Field comments are required","Documentation","CommentRequired"
"115","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","35","UnusedPrivateField: Avoid unused private fields such as 'eventName'.","Best Practices","UnusedPrivateField"
"116","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","35","UnusedPrivateField: Avoid unused private fields such as 'eventName'.","Best Practices","UnusedPrivateField"
"117","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","38","CommentRequired: Field comments are required","Documentation","CommentRequired"
"118","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","38","CommentRequired: Field comments are required","Documentation","CommentRequired"
"119","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","38","UnusedPrivateField: Avoid unused private fields such as 'eventDescription'.","Best Practices","UnusedPrivateField"
"120","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","38","UnusedPrivateField: Avoid unused private fields such as 'eventDescription'.","Best Practices","UnusedPrivateField"
"121","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","41","CommentRequired: Field comments are required","Documentation","CommentRequired"
"122","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","41","CommentRequired: Field comments are required","Documentation","CommentRequired"
"123","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","44","CommentRequired: Field comments are required","Documentation","CommentRequired"
"124","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","44","CommentRequired: Field comments are required","Documentation","CommentRequired"
"125","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","44","UnusedPrivateField: Avoid unused private fields such as 'totalNoVolunteers'.","Best Practices","UnusedPrivateField"
"126","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","44","UnusedPrivateField: Avoid unused private fields such as 'totalNoVolunteers'.","Best Practices","UnusedPrivateField"
"127","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","47","CommentRequired: Field comments are required","Documentation","CommentRequired"
"128","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","47","CommentRequired: Field comments are required","Documentation","CommentRequired"
"129","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","47","LongVariable: Avoid excessively long variable names like totalVolunteersHours","Code Style","LongVariable"
"130","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","47","LongVariable: Avoid excessively long variable names like totalVolunteersHours","Code Style","LongVariable"
"131","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","47","UnusedPrivateField: Avoid unused private fields such as 'totalVolunteersHours'.","Best Practices","UnusedPrivateField"
"132","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","47","UnusedPrivateField: Avoid unused private fields such as 'totalVolunteersHours'.","Best Practices","UnusedPrivateField"
"133","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","50","CommentRequired: Field comments are required","Documentation","CommentRequired"
"134","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","50","CommentRequired: Field comments are required","Documentation","CommentRequired"
"135","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","50","UnusedPrivateField: Avoid unused private fields such as 'totalTravelHours'.","Best Practices","UnusedPrivateField"
"136","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","50","UnusedPrivateField: Avoid unused private fields such as 'totalTravelHours'.","Best Practices","UnusedPrivateField"
"137","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","53","CommentRequired: Field comments are required","Documentation","CommentRequired"
"138","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","53","CommentRequired: Field comments are required","Documentation","CommentRequired"
"139","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","53","LongVariable: Avoid excessively long variable names like overallVolunteeringHours","Code Style","LongVariable"
"140","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","53","LongVariable: Avoid excessively long variable names like overallVolunteeringHours","Code Style","LongVariable"
"141","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","53","UnusedPrivateField: Avoid unused private fields such as 'overallVolunteeringHours'.","Best Practices","UnusedPrivateField"
"142","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","53","UnusedPrivateField: Avoid unused private fields such as 'overallVolunteeringHours'.","Best Practices","UnusedPrivateField"
"143","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","56","CommentRequired: Field comments are required","Documentation","CommentRequired"
"144","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","56","CommentRequired: Field comments are required","Documentation","CommentRequired"
"145","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","56","UnusedPrivateField: Avoid unused private fields such as 'livesImpacted'.","Best Practices","UnusedPrivateField"
"146","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","56","UnusedPrivateField: Avoid unused private fields such as 'livesImpacted'.","Best Practices","UnusedPrivateField"
"147","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","59","CommentRequired: Field comments are required","Documentation","CommentRequired"
"148","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","59","CommentRequired: Field comments are required","Documentation","CommentRequired"
"149","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","59","UnusedPrivateField: Avoid unused private fields such as 'activityType'.","Best Practices","UnusedPrivateField"
"150","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","59","UnusedPrivateField: Avoid unused private fields such as 'activityType'.","Best Practices","UnusedPrivateField"
"151","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","62","CommentRequired: Field comments are required","Documentation","CommentRequired"
"152","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","62","CommentRequired: Field comments are required","Documentation","CommentRequired"
"153","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","65","CommentRequired: Field comments are required","Documentation","CommentRequired"
"154","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","65","CommentRequired: Field comments are required","Documentation","CommentRequired"
"155","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","68","CommentRequired: Field comments are required","Documentation","CommentRequired"
"156","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","68","CommentRequired: Field comments are required","Documentation","CommentRequired"
"157","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","68","UnusedPrivateField: Avoid unused private fields such as 'pocName'.","Best Practices","UnusedPrivateField"
"158","com.outreach.management.collections","src/main/java/com/outreach/management/collections/EventReportCollections.java","3","68","UnusedPrivateField: Avoid unused private fields such as 'pocName'.","Best Practices","UnusedPrivateField"
